Server1: CPU=32.90, Memory=67.06, Latency=79.48
Server2: CPU=76.98, Memory=53.68, Latency=37.65
Server3: CPU=76.17, Memory=65.52, Latency=11.05
Server1: CPU=82.83, Memory=92.51, Latency=78.05
Server2: CPU=34.79, Memory=83.94, Latency=89.70
Server3: CPU=0.57, Memory=6.60, Latency=56.76
Server1: CPU=71.39, Memory=12.12, Latency=87.04
Server2: CPU=60.50, Memory=21.84, Latency=71.47
Server3: CPU=24.60, Memory=4.39, Latency=24.26
Server1: CPU=20.06, Memory=54.62, Latency=55.41
Server2: CPU=86.83, Memory=91.42, Latency=0.97
Server3: CPU=44.01, Memory=75.51, Latency=18.33
Server1: CPU=35.45, Memory=54.29, Latency=46.75
Server2: CPU=32.83, Memory=20.77, Latency=28.12
Server3: CPU=45.22, Memory=61.38, Latency=60.91
Server1: CPU=9.11, Memory=81.69, Latency=27.75
Server2: CPU=9.87, Memory=1.46, Latency=34.44
Server3: CPU=89.56, Memory=44.18, Latency=21.32
Server1: CPU=23.96, Memory=50.88, Latency=87.68
Server2: CPU=73.63, Memory=95.08, Latency=13.00
Server3: CPU=88.14, Memory=96.34, Latency=3.48
Server1: CPU=48.11, Memory=84.23, Latency=75.64
Server2: CPU=43.93, Memory=6.71, Latency=68.87
Server3: CPU=50.67, Memory=76.73, Latency=98.31
Server1: CPU=50.29, Memory=94.41, Latency=5.75
Server2: CPU=17.35, Memory=35.71, Latency=78.53
Server3: CPU=36.38, Memory=21.41, Latency=14.02
Server1: CPU=65.71, Memory=73.66, Latency=48.71
Server2: CPU=5.63, Memory=17.85, Latency=17.12
Server3: CPU=38.82, Memory=5.93, Latency=45.90
Server1: CPU=98.29, Memory=8.01, Latency=32.78
Server2: CPU=79.49, Memory=73.11, Latency=84.76
Server3: CPU=22.53, Memory=86.34, Latency=32.93
Server1: CPU=35.75, Memory=27.88, Latency=95.00
Server2: CPU=0.70, Memory=34.55, Latency=83.73
Server3: CPU=77.48, Memory=76.81, Latency=39.93
Server1: CPU=51.43, Memory=57.92, Latency=30.07
Server2: CPU=39.73, Memory=59.59, Latency=12.17
Server3: CPU=24.91, Memory=66.00, Latency=69.36
Server1: CPU=49.50, Memory=25.82, Latency=15.38
Server2: CPU=6.03, Memory=22.73, Latency=22.01
Server3: CPU=15.14, Memory=14.68, Latency=95.79
Server1: CPU=71.07, Memory=59.69, Latency=17.92
Server2: CPU=8.86, Memory=69.14, Latency=4.97
Server3: CPU=75.83, Memory=20.39, Latency=16.65
Server1: CPU=48.93, Memory=74.69, Latency=72.43
Server2: CPU=64.05, Memory=45.04, Latency=99.64
Server3: CPU=21.48, Memory=89.52, Latency=92.80
Server1: CPU=78.83, Memory=0.07, Latency=82.36
Server2: CPU=24.39, Memory=21.75, Latency=26.53
Server3: CPU=79.58, Memory=59.70, Latency=12.76
Server1: CPU=31.84, Memory=16.16, Latency=59.95
Server2: CPU=48.06, Memory=10.94, Latency=19.88
Server3: CPU=82.11, Memory=5.19, Latency=5.66
Server1: CPU=48.97, Memory=32.43, Latency=55.84
Server2: CPU=68.64, Memory=96.62, Latency=62.22
Server3: CPU=5.47, Memory=83.91, Latency=33.73
Server1: CPU=94.35, Memory=90.26, Latency=43.64
Server2: CPU=40.69, Memory=75.76, Latency=82.14
Server3: CPU=47.25, Memory=18.08, Latency=57.17
Server1: CPU=93.08, Memory=57.98, Latency=65.57
Server2: CPU=80.87, Memory=5.19, Latency=45.48
Server3: CPU=68.76, Memory=56.92, Latency=48.14
Server1: CPU=22.44, Memory=49.04, Latency=73.35
Server2: CPU=24.66, Memory=24.17, Latency=1.38
Server3: CPU=1.12, Memory=95.69, Latency=72.59
Server1: CPU=24.38, Memory=96.13, Latency=35.96
Server2: CPU=54.63, Memory=96.82, Latency=16.39
Server3: CPU=11.51, Memory=16.72, Latency=28.43
Server1: CPU=4.66, Memory=16.76, Latency=25.55
Server2: CPU=14.04, Memory=55.93, Latency=49.13
Server3: CPU=71.71, Memory=87.70, Latency=3.69
Server1: CPU=18.33, Memory=21.30, Latency=68.69
Server2: CPU=27.46, Memory=84.17, Latency=53.11
Server3: CPU=15.07, Memory=4.95, Latency=92.12
Server1: CPU=54.00, Memory=51.78, Latency=6.51
Server2: CPU=28.73, Memory=83.60, Latency=20.32
Server3: CPU=57.24, Memory=50.67, Latency=60.91
Server1: CPU=4.85, Memory=72.35, Latency=50.53
Server2: CPU=70.04, Memory=25.62, Latency=5.39
Server3: CPU=9.96, Memory=30.06, Latency=54.75
Server1: CPU=35.50, Memory=56.68, Latency=24.74
Server2: CPU=1.80, Memory=59.91, Latency=85.67
Server3: CPU=42.17, Memory=36.74, Latency=51.08
Server1: CPU=26.67, Memory=31.13, Latency=66.71
Server2: CPU=83.79, Memory=40.48, Latency=41.50
Server3: CPU=59.48, Memory=37.08, Latency=4.54
Server1: CPU=79.34, Memory=11.36, Latency=28.24
Server2: CPU=4.73, Memory=73.73, Latency=90.20
Server3: CPU=41.67, Memory=84.86, Latency=22.10
Server1: CPU=45.11, Memory=73.98, Latency=17.67
Server2: CPU=53.66, Memory=63.82, Latency=28.84
Server3: CPU=52.32, Memory=26.18, Latency=75.76
Server1: CPU=13.86, Memory=70.41, Latency=79.06
Server2: CPU=81.55, Memory=34.62, Latency=31.06
Server3: CPU=66.76, Memory=68.23, Latency=57.01
Server1: CPU=28.32, Memory=31.17, Latency=74.77
Server2: CPU=46.68, Memory=99.87, Latency=55.17
Server3: CPU=80.23, Memory=79.07, Latency=29.18
Server1: CPU=94.34, Memory=2.12, Latency=29.55
Server2: CPU=30.31, Memory=90.65, Latency=85.31
Server3: CPU=43.08, Memory=98.36, Latency=22.13
Server1: CPU=82.49, Memory=69.00, Latency=71.54
Server2: CPU=76.29, Memory=7.52, Latency=70.33
Server3: CPU=71.99, Memory=10.02, Latency=77.99
Server1: CPU=95.50, Memory=48.28, Latency=26.04
Server2: CPU=72.65, Memory=90.78, Latency=93.27
Server3: CPU=2.32, Memory=9.74, Latency=84.64
Server1: CPU=85.11, Memory=97.12, Latency=62.49
Server2: CPU=9.89, Memory=67.12, Latency=59.60
Server3: CPU=32.68, Memory=38.35, Latency=59.23
Server1: CPU=77.05, Memory=34.17, Latency=5.90
Server2: CPU=42.15, Memory=63.98, Latency=55.97
Server3: CPU=92.78, Memory=56.17, Latency=68.72
Server1: CPU=25.75, Memory=91.31, Latency=30.68
Server2: CPU=57.32, Memory=32.09, Latency=80.35
Server3: CPU=7.99, Memory=98.63, Latency=50.44
Server1: CPU=91.59, Memory=76.17, Latency=66.41
Server2: CPU=57.74, Memory=96.94, Latency=79.48
Server3: CPU=95.29, Memory=13.73, Latency=67.82
Server1: CPU=32.04, Memory=75.30, Latency=33.21
Server2: CPU=57.54, Memory=20.91, Latency=46.92
Server3: CPU=72.78, Memory=36.05, Latency=47.78
Server1: CPU=62.98, Memory=8.00, Latency=62.82
Server2: CPU=25.20, Memory=16.91, Latency=82.56
Server3: CPU=17.87, Memory=12.93, Latency=97.62
Server1: CPU=69.62, Memory=23.79, Latency=52.47
Server2: CPU=20.76, Memory=97.57, Latency=82.19
Server3: CPU=34.17, Memory=3.16, Latency=56.89
Server1: CPU=16.84, Memory=9.78, Latency=92.69
Server2: CPU=23.52, Memory=62.89, Latency=45.96
Server3: CPU=39.47, Memory=4.68, Latency=66.43
Server1: CPU=99.05, Memory=95.77, Latency=37.95
Server2: CPU=62.11, Memory=80.16, Latency=61.99
Server3: CPU=51.49, Memory=77.66, Latency=70.91
Server1: CPU=53.81, Memory=24.00, Latency=73.91
Server2: CPU=44.89, Memory=51.81, Latency=66.72
Server3: CPU=66.06, Memory=47.55, Latency=8.76
Server1: CPU=86.50, Memory=88.24, Latency=88.26
Server2: CPU=32.44, Memory=79.07, Latency=56.77
Server3: CPU=2.25, Memory=31.91, Latency=44.43
Server1: CPU=59.71, Memory=47.06, Latency=13.91
Server2: CPU=12.87, Memory=50.46, Latency=8.73
Server3: CPU=42.60, Memory=18.98, Latency=51.16
Server1: CPU=6.05, Memory=30.67, Latency=63.90
Server2: CPU=78.23, Memory=97.91, Latency=12.86
Server3: CPU=61.28, Memory=86.71, Latency=18.14
Server1: CPU=63.83, Memory=71.34, Latency=92.70
Server2: CPU=85.33, Memory=61.46, Latency=89.03
Server3: CPU=73.98, Memory=60.78, Latency=64.17
Server1: CPU=67.53, Memory=67.62, Latency=56.72
Server2: CPU=65.98, Memory=26.03, Latency=80.44
Server3: CPU=29.15, Memory=16.70, Latency=12.18
Server1: CPU=3.31, Memory=24.97, Latency=46.39
Server2: CPU=63.92, Memory=73.41, Latency=91.26
Server3: CPU=12.79, Memory=42.59, Latency=60.01
Server1: CPU=96.19, Memory=98.56, Latency=90.15
Server2: CPU=58.69, Memory=55.70, Latency=21.02
Server3: CPU=96.66, Memory=66.67, Latency=7.77
Server1: CPU=81.38, Memory=51.33, Latency=77.47
Server2: CPU=27.03, Memory=72.65, Latency=90.15
Server3: CPU=77.18, Memory=26.38, Latency=85.86
Server1: CPU=90.43, Memory=73.70, Latency=47.35
Server2: CPU=12.34, Memory=17.86, Latency=53.56
Server3: CPU=85.67, Memory=89.22, Latency=56.83
Server1: CPU=84.18, Memory=65.65, Latency=14.62
Server2: CPU=75.20, Memory=12.32, Latency=99.66
Server3: CPU=41.46, Memory=90.26, Latency=24.33
Server1: CPU=89.53, Memory=84.45, Latency=86.31
Server2: CPU=52.38, Memory=66.26, Latency=63.21
Server3: CPU=94.64, Memory=79.89, Latency=36.07
Server1: CPU=88.20, Memory=84.88, Latency=97.03
Server2: CPU=73.07, Memory=26.97, Latency=43.53
Server3: CPU=6.09, Memory=26.83, Latency=1.78
Server1: CPU=70.27, Memory=79.64, Latency=19.69
Server2: CPU=85.92, Memory=5.40, Latency=29.27
Server3: CPU=92.86, Memory=85.83, Latency=13.01
Server1: CPU=51.91, Memory=23.34, Latency=18.87
Server2: CPU=83.45, Memory=82.28, Latency=73.92
Server3: CPU=22.31, Memory=86.03, Latency=94.98
Server1: CPU=57.92, Memory=58.49, Latency=98.39
Server2: CPU=67.92, Memory=96.72, Latency=12.64
Server3: CPU=62.33, Memory=39.90, Latency=23.84
Server1: CPU=80.84, Memory=31.77, Latency=92.16
Server2: CPU=39.37, Memory=87.13, Latency=86.77
Server3: CPU=44.50, Memory=13.38, Latency=89.45
Server1: CPU=70.98, Memory=11.21, Latency=1.32
Server2: CPU=92.40, Memory=60.46, Latency=32.01
Server3: CPU=25.12, Memory=88.40, Latency=34.39
Server1: CPU=54.43, Memory=61.59, Latency=8.41
Server2: CPU=27.56, Memory=18.09, Latency=25.42
Server3: CPU=43.72, Memory=32.44, Latency=24.33
Server1: CPU=7.75, Memory=0.29, Latency=73.41
Server2: CPU=37.24, Memory=23.31, Latency=60.68
Server3: CPU=12.06, Memory=77.88, Latency=19.67
Server1: CPU=71.64, Memory=32.53, Latency=67.19
Server2: CPU=6.29, Memory=44.98, Latency=99.22
Server3: CPU=45.31, Memory=68.26, Latency=58.73
Server1: CPU=74.88, Memory=44.78, Latency=39.60
Server2: CPU=71.48, Memory=36.91, Latency=23.68
Server3: CPU=24.75, Memory=18.28, Latency=31.73
Server1: CPU=70.85, Memory=73.06, Latency=38.78
Server2: CPU=62.94, Memory=79.91, Latency=30.85
Server3: CPU=99.81, Memory=17.57, Latency=51.40
Server1: CPU=18.42, Memory=13.36, Latency=96.48
Server2: CPU=23.05, Memory=5.17, Latency=18.60
Server3: CPU=29.94, Memory=47.12, Latency=84.99
Server1: CPU=91.59, Memory=27.69, Latency=30.54
Server2: CPU=86.36, Memory=70.23, Latency=33.56
Server3: CPU=28.88, Memory=86.59, Latency=33.32
Server1: CPU=29.42, Memory=38.31, Latency=38.31
Server2: CPU=52.75, Memory=60.58, Latency=61.06
Server3: CPU=57.57, Memory=45.39, Latency=35.12
Server1: CPU=29.34, Memory=67.74, Latency=87.52
Server2: CPU=83.61, Memory=60.33, Latency=40.93
Server3: CPU=18.76, Memory=52.30, Latency=80.59
Server1: CPU=29.77, Memory=54.65, Latency=42.96
Server2: CPU=1.92, Memory=36.28, Latency=47.58
Server3: CPU=5.38, Memory=52.97, Latency=21.58
Server1: CPU=84.17, Memory=35.02, Latency=70.70
Server2: CPU=20.68, Memory=83.91, Latency=27.36
Server3: CPU=34.17, Memory=89.80, Latency=68.82
Server1: CPU=93.16, Memory=79.46, Latency=80.15
Server2: CPU=6.40, Memory=44.21, Latency=69.06
Server3: CPU=1.91, Memory=89.63, Latency=17.97
Server1: CPU=1.42, Memory=14.73, Latency=6.65
Server2: CPU=21.31, Memory=37.48, Latency=56.98
Server3: CPU=70.10, Memory=38.38, Latency=89.44
Server1: CPU=5.09, Memory=21.60, Latency=65.95
Server2: CPU=64.20, Memory=36.30, Latency=0.23
Server3: CPU=10.37, Memory=79.14, Latency=53.48
Server1: CPU=65.62, Memory=5.11, Latency=70.70
Server2: CPU=19.14, Memory=96.20, Latency=84.82
Server3: CPU=98.14, Memory=36.94, Latency=40.62
Server1: CPU=47.27, Memory=65.27, Latency=94.86
Server2: CPU=29.06, Memory=88.81, Latency=4.58
Server3: CPU=79.46, Memory=52.19, Latency=92.59
Server1: CPU=43.67, Memory=78.66, Latency=23.09
Server2: CPU=25.00, Memory=22.06, Latency=82.71
Server3: CPU=28.04, Memory=37.36, Latency=38.42
Server1: CPU=8.02, Memory=44.52, Latency=83.96
Server2: CPU=20.22, Memory=47.76, Latency=92.50
Server3: CPU=6.75, Memory=38.92, Latency=84.29
Server1: CPU=47.87, Memory=56.92, Latency=36.31
Server2: CPU=62.46, Memory=8.05, Latency=25.29
Server3: CPU=52.03, Memory=25.41, Latency=88.00
Server1: CPU=83.00, Memory=19.49, Latency=96.54
Server2: CPU=16.35, Memory=92.15, Latency=28.35
Server3: CPU=50.11, Memory=96.18, Latency=32.00
Server1: CPU=34.98, Memory=51.23, Latency=92.54
Server2: CPU=0.40, Memory=39.54, Latency=60.99
Server3: CPU=9.67, Memory=92.46, Latency=38.03
Server1: CPU=97.03, Memory=25.18, Latency=29.08
Server2: CPU=0.71, Memory=11.27, Latency=55.13
Server3: CPU=6.01, Memory=24.65, Latency=96.94
Server1: CPU=34.55, Memory=61.40, Latency=57.29
Server2: CPU=65.11, Memory=11.29, Latency=14.03
Server3: CPU=90.51, Memory=37.42, Latency=67.27
Server1: CPU=7.61, Memory=80.17, Latency=86.01
Server2: CPU=1.32, Memory=7.63, Latency=54.75
Server3: CPU=14.33, Memory=30.18, Latency=36.07
Server1: CPU=38.60, Memory=13.33, Latency=90.17
Server2: CPU=97.01, Memory=30.35, Latency=46.13
Server3: CPU=51.30, Memory=41.14, Latency=44.70
Server1: CPU=11.52, Memory=87.33, Latency=41.13
Server2: CPU=47.67, Memory=11.57, Latency=80.80
Server3: CPU=1.16, Memory=88.91, Latency=1.85
Server1: CPU=80.47, Memory=3.79, Latency=62.84
Server2: CPU=34.21, Memory=69.82, Latency=5.36
Server3: CPU=10.45, Memory=11.47, Latency=50.25
Server1: CPU=51.58, Memory=74.01, Latency=9.63
Server2: CPU=17.04, Memory=66.33, Latency=70.36
Server3: CPU=25.31, Memory=43.29, Latency=85.93
Server1: CPU=61.74, Memory=93.24, Latency=85.93
Server2: CPU=45.65, Memory=43.73, Latency=26.53
Server3: CPU=48.98, Memory=95.03, Latency=16.88
Server1: CPU=24.00, Memory=87.36, Latency=55.28
Server2: CPU=38.67, Memory=1.94, Latency=0.51
Server3: CPU=35.73, Memory=29.18, Latency=82.60
Server1: CPU=72.85, Memory=10.23, Latency=55.82
Server2: CPU=32.73, Memory=36.93, Latency=8.80
Server3: CPU=24.51, Memory=52.00, Latency=51.66
Server1: CPU=63.22, Memory=60.52, Latency=95.46
Server2: CPU=7.89, Memory=55.90, Latency=70.73
Server3: CPU=76.84, Memory=95.82, Latency=60.80
Server1: CPU=40.90, Memory=40.21, Latency=95.32
Server2: CPU=32.15, Memory=36.52, Latency=6.45
Server3: CPU=78.54, Memory=92.57, Latency=43.95
Server1: CPU=97.72, Memory=46.81, Latency=95.26
Server2: CPU=9.48, Memory=18.59, Latency=58.88
Server3: CPU=86.86, Memory=8.69, Latency=25.30
Server1: CPU=45.96, Memory=77.37, Latency=5.42
Server2: CPU=46.25, Memory=50.51, Latency=31.32
Server3: CPU=40.67, Memory=26.30, Latency=70.35
Server1: CPU=30.42, Memory=25.26, Latency=54.71
Server2: CPU=37.55, Memory=22.18, Latency=96.75
Server3: CPU=2.88, Memory=12.19, Latency=61.25
Server1: CPU=41.39, Memory=41.18, Latency=25.30
Server2: CPU=70.44, Memory=74.59, Latency=26.82
Server3: CPU=62.33, Memory=97.35, Latency=19.93
Server1: CPU=54.27, Memory=38.77, Latency=18.66
Server2: CPU=25.69, Memory=38.24, Latency=82.84
Server3: CPU=49.33, Memory=10.66, Latency=55.60
Server1: CPU=6.92, Memory=46.78, Latency=36.33
Server2: CPU=6.84, Memory=18.61, Latency=60.97
Server3: CPU=61.26, Memory=70.67, Latency=95.52
Server1: CPU=70.61, Memory=45.49, Latency=15.57
Server2: CPU=23.40, Memory=63.16, Latency=37.38
Server3: CPU=1.48, Memory=76.44, Latency=61.29
Server1: CPU=95.64, Memory=84.72, Latency=59.47
Server2: CPU=48.97, Memory=23.80, Latency=81.75
Server3: CPU=16.53, Memory=16.88, Latency=89.61
Server1: CPU=0.74, Memory=72.23, Latency=23.80
Server2: CPU=45.85, Memory=49.82, Latency=15.66
Server3: CPU=74.06, Memory=62.51, Latency=6.91
Server1: CPU=74.21, Memory=56.45, Latency=49.15
Server2: CPU=79.85, Memory=34.83, Latency=85.84
Server3: CPU=61.02, Memory=8.40, Latency=77.64
Server1: CPU=84.74, Memory=39.25, Latency=72.46
Server2: CPU=46.63, Memory=33.48, Latency=66.91
Server3: CPU=12.03, Memory=90.79, Latency=97.63
Server1: CPU=32.25, Memory=9.41, Latency=44.48
Server2: CPU=75.38, Memory=77.80, Latency=31.73
Server3: CPU=80.23, Memory=94.18, Latency=80.07
Server1: CPU=82.66, Memory=59.57, Latency=26.15
Server2: CPU=48.06, Memory=66.44, Latency=27.61
Server3: CPU=84.42, Memory=51.20, Latency=24.26
Server1: CPU=45.90, Memory=9.21, Latency=86.94
Server2: CPU=63.31, Memory=34.56, Latency=51.47
Server3: CPU=76.89, Memory=62.36, Latency=99.59
Server1: CPU=14.43, Memory=36.42, Latency=4.05
Server2: CPU=54.11, Memory=19.02, Latency=97.35
Server3: CPU=53.69, Memory=3.32, Latency=17.70
Server1: CPU=75.78, Memory=77.43, Latency=52.20
Server2: CPU=93.24, Memory=67.89, Latency=68.00
Server3: CPU=12.06, Memory=43.72, Latency=25.43
Server1: CPU=25.78, Memory=27.82, Latency=73.26
Server2: CPU=9.63, Memory=24.77, Latency=20.96
Server3: CPU=79.02, Memory=47.04, Latency=78.26
Server1: CPU=45.21, Memory=49.52, Latency=14.68
Server2: CPU=7.65, Memory=81.50, Latency=66.58
Server3: CPU=62.37, Memory=9.00, Latency=56.74
Server1: CPU=33.88, Memory=40.44, Latency=6.93
Server2: CPU=57.00, Memory=38.77, Latency=37.99
Server3: CPU=82.82, Memory=19.92, Latency=90.82
Server1: CPU=52.85, Memory=65.52, Latency=33.25
Server2: CPU=70.38, Memory=8.28, Latency=76.54
Server3: CPU=37.08, Memory=63.86, Latency=3.31
Server1: CPU=28.81, Memory=25.59, Latency=58.12
Server2: CPU=33.75, Memory=88.69, Latency=71.19
Server3: CPU=16.17, Memory=49.12, Latency=23.71
Server1: CPU=48.17, Memory=58.47, Latency=17.18
Server2: CPU=75.59, Memory=16.44, Latency=29.79
Server3: CPU=52.07, Memory=17.41, Latency=36.62
Server1: CPU=64.20, Memory=37.66, Latency=98.37
Server2: CPU=22.50, Memory=4.52, Latency=55.86
Server3: CPU=23.51, Memory=90.84, Latency=15.81
Server1: CPU=80.53, Memory=43.08, Latency=11.75
Server2: CPU=56.43, Memory=64.34, Latency=48.62
Server3: CPU=80.16, Memory=33.15, Latency=5.56
Server1: CPU=71.68, Memory=55.09, Latency=4.83
Server2: CPU=50.95, Memory=58.35, Latency=25.62
Server3: CPU=68.37, Memory=68.06, Latency=18.30
Server1: CPU=57.31, Memory=39.42, Latency=70.61
Server2: CPU=97.45, Memory=32.50, Latency=34.07
Server3: CPU=94.12, Memory=86.88, Latency=4.47
Server1: CPU=26.45, Memory=79.54, Latency=74.24
Server2: CPU=64.56, Memory=56.19, Latency=57.67
Server3: CPU=80.57, Memory=47.98, Latency=39.39
Server1: CPU=58.32, Memory=25.82, Latency=53.47
Server2: CPU=47.01, Memory=23.36, Latency=27.04
Server3: CPU=11.14, Memory=27.09, Latency=75.68
Server1: CPU=80.89, Memory=61.77, Latency=79.77
Server2: CPU=48.26, Memory=28.27, Latency=64.36
Server3: CPU=53.71, Memory=75.11, Latency=45.92
Server1: CPU=54.84, Memory=89.42, Latency=54.70
Server2: CPU=96.49, Memory=39.87, Latency=21.83
Server3: CPU=43.49, Memory=77.72, Latency=33.78
Server1: CPU=33.28, Memory=67.21, Latency=83.82
Server2: CPU=49.16, Memory=50.20, Latency=76.59
Server3: CPU=3.55, Memory=44.85, Latency=69.88
Server1: CPU=46.86, Memory=19.08, Latency=31.12
Server2: CPU=74.52, Memory=53.49, Latency=38.77
Server3: CPU=10.66, Memory=35.69, Latency=75.00
Server1: CPU=43.57, Memory=16.44, Latency=85.56
Server2: CPU=44.48, Memory=52.06, Latency=92.52
Server3: CPU=32.97, Memory=96.34, Latency=12.58
Server1: CPU=52.30, Memory=32.30, Latency=31.63
Server2: CPU=11.73, Memory=40.25, Latency=70.85
Server3: CPU=56.31, Memory=48.47, Latency=17.82
Server1: CPU=26.73, Memory=30.30, Latency=60.51
Server2: CPU=91.92, Memory=62.97, Latency=2.00
Server3: CPU=5.17, Memory=5.28, Latency=66.50
Server1: CPU=93.02, Memory=91.09, Latency=11.84
Server2: CPU=10.32, Memory=40.73, Latency=28.96
Server3: CPU=67.88, Memory=16.36, Latency=2.58
Server1: CPU=19.47, Memory=79.29, Latency=22.77
Server2: CPU=75.48, Memory=25.13, Latency=59.16
Server3: CPU=14.36, Memory=85.79, Latency=78.65
Server1: CPU=66.26, Memory=57.75, Latency=61.26
Server2: CPU=65.41, Memory=14.57, Latency=93.91
Server3: CPU=4.74, Memory=79.75, Latency=66.76
Server1: CPU=79.70, Memory=51.54, Latency=95.90
Server2: CPU=50.58, Memory=37.73, Latency=6.98
Server3: CPU=12.92, Memory=65.79, Latency=68.70
Server1: CPU=28.98, Memory=30.23, Latency=81.76
Server2: CPU=4.55, Memory=41.53, Latency=85.22
Server3: CPU=60.84, Memory=31.82, Latency=39.45
Server1: CPU=37.78, Memory=81.13, Latency=94.80
Server2: CPU=72.01, Memory=17.85, Latency=73.74
Server3: CPU=95.82, Memory=73.66, Latency=61.67
Server1: CPU=34.23, Memory=46.07, Latency=43.97
Server2: CPU=49.84, Memory=15.75, Latency=84.50
Server3: CPU=65.37, Memory=26.28, Latency=62.25
Server1: CPU=74.61, Memory=87.60, Latency=20.64
Server2: CPU=93.93, Memory=9.45, Latency=0.43
Server3: CPU=19.17, Memory=14.74, Latency=3.60
Server1: CPU=62.83, Memory=28.72, Latency=71.41
Server2: CPU=27.51, Memory=55.75, Latency=57.01
Server3: CPU=57.15, Memory=44.50, Latency=78.25
Server1: CPU=88.60, Memory=19.80, Latency=43.60
Server2: CPU=12.37, Memory=70.43, Latency=3.56
Server3: CPU=22.25, Memory=40.57, Latency=33.41
Server1: CPU=26.26, Memory=62.39, Latency=11.72
Server2: CPU=67.39, Memory=70.22, Latency=60.45
Server3: CPU=16.24, Memory=35.35, Latency=43.41
Server1: CPU=17.28, Memory=49.26, Latency=60.07
Server2: CPU=50.04, Memory=67.61, Latency=11.86
Server3: CPU=41.31, Memory=94.83, Latency=30.29
Server1: CPU=24.59, Memory=64.81, Latency=33.55
Server2: CPU=90.27, Memory=5.10, Latency=45.92
Server3: CPU=74.08, Memory=81.30, Latency=92.24
Server1: CPU=9.98, Memory=26.69, Latency=24.23
Server2: CPU=82.59, Memory=49.20, Latency=0.10
Server3: CPU=90.18, Memory=82.23, Latency=11.58
Server1: CPU=40.80, Memory=99.75, Latency=66.65
Server2: CPU=71.22, Memory=16.92, Latency=40.37
Server3: CPU=84.52, Memory=1.24, Latency=55.30
Server1: CPU=81.86, Memory=37.35, Latency=20.93
Server2: CPU=50.56, Memory=97.39, Latency=16.57
Server3: CPU=16.45, Memory=78.27, Latency=51.63
Server1: CPU=81.53, Memory=41.47, Latency=61.00
Server2: CPU=0.70, Memory=18.08, Latency=87.77
Server3: CPU=55.51, Memory=59.67, Latency=25.53
Server1: CPU=79.23, Memory=52.12, Latency=32.66
Server2: CPU=42.06, Memory=82.76, Latency=3.32
